Video ID,Title,Descrption,Published At
2_2Y1U3RSxc,What is Kubernetes?,Full video: https://youtu.be/noJmOirhHKM find Francesco: https://francescociulla.com.,2023-05-29T14:26:04Z
a7NK9OOjz_A,How I got a raise as a Developer Advocate,Full video: https://youtu.be/vI6bQJ463Sc find Francesco: https://francescociulla.com.,2023-05-19T11:30:08Z
WnaYRafLOmc,4 Ways to grow your Developer Audience - as a DevRel,"Hi, in our previous episode about DevRel, we discussed how developers can better connect with DevRel professionals. Previous ...",2023-05-16T13:30:07Z
NOhdFRRTacM,Developers and Communities - Avie,"In this video, we will discuss Developers and Communities, their relation, and how you can level up your dev career by joining a ...",2023-05-13T01:14:43Z
3DQ9Or5JAnU,Rust 🦀 CRUD Rest API - intro,full video: https://youtu.be/vhNoiBOuW94 #rust #rustlang #restapis #api #software #shorts.,2023-05-10T12:45:32Z
8I3WsIlzknk,Developers and DevRels,"In this video, I talk about how Developers can connect to DevRels (Developer advocates) Twitter: ...",2023-05-09T13:00:11Z
CDZODUrPEsw,How to store data on the ⛓️  Blockchain,Full video: https://www.youtube.com/watch?v=N0XOyo6TEHo Technologies useful to store data on the Blockchain: - IPFS ...,2023-05-06T16:49:01Z
vhNoiBOuW94,"Rust 🦀 CRUD Rest API - Rust, Postgres, Docker, Docker Compose",Let's create a CRUD Rest API in Rust using: - No specific framework - Serde to serialize and deserialize JSON - Postgres ...,2023-05-04T13:55:41Z
4X5wgcCC4BA,Big Announcements as a DevRel,"In this video, I want to share my experience in the recent seed announcement for @dailydotdev Snakes and Ladders unboxing: ...",2023-05-02T13:32:24Z
cdlHJeHVFW4,"PHP CRUD Rest API using Laravel, Composer, Postgres, Docker and Docker Compose","In this video, we will build a PHP CRUD Rest API using: - Laravel - Composer - Postgres - Docker - Docker Compose GitHub ...",2023-04-23T02:42:08Z
yqwfaHXMaj0,What is Best language for Ethereum?,Full video: https://youtu.be/N0XOyo6TEHo #web3 #blockchain #solidity #blockchaintechnology.,2023-04-19T14:02:15Z
noJmOirhHKM,Kubernetes quick tutorial - simply explained,find Francesco: https://francescociulla.com Let's make the simplest but understandable Kubernetes example ever.,2023-04-18T13:46:18Z
R-30b07eFNI,Should you code as a Devrel?,find Francesco: https://francescociulla.com #devrel #developer #software #programming.,2023-04-11T15:29:09Z
BbT1PCAOS2s,"Build a CRUD Rest API with Kotlin, Postgres, Docker and docker compose","Let's create a CRUD Rest API in Kotlin, using: - Spring boot - Gradle - Hibernate - Postgres - Docker - Docker Compose All the ...",2023-04-09T02:52:13Z
VwQ4ozFjQVk,"Build a Crud REST API in Kotlin with Spring Boot, Gradle, Postgres, Docker and Docker Compose",Video link: https://www.youtube.com/live/BbT1PCAOS2s?feature=share.,2023-04-07T15:09:34Z
dIyqbtEUTxI,Platformatic in Action - with Matteo Collina,Let's see Platformatic in Action with Matteo Collina (Co-Founder & CTO of Platformatic) Github Repository: ...,2023-04-06T04:35:01Z
2SXLGMedllc,Company Gatherings and DevRel,"find Francesco: https://francescociulla.com Working remotely is fantastic. But in this video, I explain why meeting from time to time ...",2023-04-04T14:06:04Z
I53oz2YIA_4,"Build a Next app in JavaScript, using Tailwind CSS, Vercel and Lens Protocol","My Lens account: https://lenster.xyz/u/francescociulla Let's explore Lens Protocol and learn the most as I can in 12 hours, building ...",2023-04-02T18:16:14Z
GaPAGkJDzGQ,"Python CRUD Rest API in Python using Django, Django Rest Framework, Postgres, Docker, Docker compose","In this livestream, we will build a CRUD Rest API in Python using: - Django - Django rest framework - Postgres - Docker - Docker ...",2023-04-02T02:48:02Z
uQSGH50gaVo,2 Tips to learn Web3,Full video: https://www.youtube.com/watch?v=N0XOyo6TEHo&feature=youtu.be&ab_channel=FrancescoCiulla Join 4C ...,2023-03-31T16:00:35Z
3KtRYjvRv-w,ChatGPT in Action - let&#39;s build with Open AI,Let's build with Open AI OpenAI https://openai.com/ Logan https://twitter.com/OfficialLoganK.,2023-03-31T04:58:10Z
oYs8HI5S86M,Dive deep into Lens Protocol #blockchain #web3 #webdev,,2023-03-30T04:07:28Z
3sSuZ1Lv8nE,Don&#39;t send your CV to get a DevRel Job!,find Francesco: https://francescociulla.com.,2023-03-28T13:56:01Z
gqFauCpPSlw,"Build a CRUD Rest API in TypeScript, using Nest.js, TypeORM, Postgres, Docker and Docker Compose","In this livestream, we will build a CRUD Rest API in TypeScript, from scratch, using: - Nest.js as a framework - TypeORM as an ...",2023-03-26T03:52:03Z
73cAxCskqgs,DevRel &amp; Communities - With Lee Robinson,"In this episode, we will talk with Lee Robinson, VP of Dev Experience, at Vercel, about Developer Relations and Communities and ...",2023-03-25T05:55:27Z
PHmVwC7A2n4,Unboxing @dailydotdev swag #devrel,full video: https://youtu.be/4X5wgcCC4BA.,2023-03-23T12:11:14Z
e5taU93TR0I,Tomorrow. @dailydotdev #devrel #programming,,2023-03-22T15:11:26Z
0UO_1vYKCno,In-person events as a DevRel - EthDenver 2023 experience,"In this video, I discuss the importance of in-person events from a DevRel perspective. I recently went to @ETHDenver and I share ...",2023-03-21T14:56:46Z
HFDiDId8a3E,Free Web3 Resources project part2,Free Web3 Resources project ▶️NoCopyrightSounds / NCS: Music Without Limitations Spotify Playlist → http://spoti.fi/NCS ...,2023-03-12T18:46:07Z
YLW5fH-CXC8,Free Web3 Resources project,"In this Live episode, I will work on the Free Web3 Resources repository, using Docusaurus, React, GitHub and Vercel Tobiloba ...",2023-03-12T13:35:09Z
Nefd6qdpdSI,"Build a CRUD Rest API in Java using Spring boot, Hibernate, Postgres, Docker and Docker Compose","In this Live episode, I will create a set of CRUD Rest API in Java, using Spring Boot, Hibernate, Postgres as a Database and ...",2023-03-12T05:09:40Z
t3YOHFvljWs,Java CRUD API app coming soon...#java #docker,video: https://youtube.com/live/Nefd6qdpdSI.,2023-03-09T11:52:00Z
Qmq6EAnmlA0,Public Speaking as a DevRel,"In this video, I share some thoughts about public speaking and 3 things that can help you before jumping on stage for the first time.",2023-03-07T15:02:42Z
m2688JFRft0,Introduction to Solidity and the Blockchain,find Francesco: https://francescociulla.com Check @CodeEurope https://www.codeeurope.pl/en/,2023-03-04T14:58:33Z
CSgWIUswUOM,Can you be a DevRel if you are a non-native speaker?,"In this video, I share my thought about how you can become a DevRel, even if you are not a native speaker. Good luck 0:00 Intro.",2023-02-28T14:33:33Z
B3y2qLoszlQ,What is a Developer Advocate? | @themarcba @_wearedevs @dailydotdev #devrel,What is a Developer Advocate?,2023-02-27T15:38:23Z
aLVJY-1dKz8,"Build a CRUD Rest API in Go using Mux, Postgres, Docker and Docker Compose #golang #docker","In this Live episode, I will create a set of CRUD Rest API in Go, using Mux, Postgres as a Database and Docker. We will test it ...",2023-02-26T04:12:49Z
apu9o6KHpWA,The Docker Community - Scott Johnston,Find Francesco: https://francescociulla.com Docker @DockerInc https://www.docker.com/ Scott https://twitter.com/scottcjohnston.,2023-02-25T03:50:19Z
S_3B0Co2KJo,DevRel: the worst and the best part - what is Devr-Hell,Is being a Developer Advocate as good as everyone says? what is the best thing of being a DevRel? What is Devr-Hell?,2023-02-21T15:02:27Z
fHQWTsWqBdE,"Build a CRUD Rest API in Python using Flask, Postgres, Docker and Docker compose #python #docker","In this Live episode, I will create a set of CRUD Rest API, using Flask, SQLAlchemy Postgres as a Database, Docker and Docker ...",2023-02-19T04:29:15Z
rFNh3APd2wQ,The Power of Web3modal - WalletConnect in Action,Find Francesco: https://francescociulla.com WalletConnect @walletconnectofficial #walletconnect #web3modal ...,2023-02-18T06:03:50Z
MuLdioAEmc4,"Appwrite and Open Source | with Eldad A. Fux (founder, CEO and creator of Appwrite )",Find Francesco: https://francescociulla.com Appwrite: @Appwrite https://appwrite.io/ Eldad A. Fux https://twitter.com/eldadfux 0:00 ...,2023-02-17T05:29:13Z
oAcHG96Bqog,3 Types of DevRel,"In this video, I will talk about the 3 different types of DevRels 0:00 Intro. 3 types of DevRels 0:56 Community Builder 1:57 Content ...",2023-02-14T14:57:10Z
iaR3sxzIXHQ,Blockchain SDKs: @AlchemyPlatform @thirdweb_ @MoralisWeb3,full video: https://youtu.be/N0XOyo6TEHo.,2023-02-12T14:18:46Z
Uv-jMWV29rU,"JavaScript CRUD Rest API: Nodejs, Express, Postgres, Sequelize, Docker","In this Live episode, I will build a set of CRUD APIs, using: - Node.js, - Express - Sequelize - Postgres as a Database - Docker ...",2023-02-12T03:54:02Z
GZPs8SvpOKA,Open Source &amp; DevRel - Kelsey Hightower,"Find Francesco: https://francescociulla.com In this episode, We will talk with Kelsey Hightower about his Incredible experience in ...",2023-02-10T04:43:55Z
RCODaKac_9A,How to get started with DevRel - 4 Main Factors,Find Francesco: https://francescociulla.com How to find the good company for you as a DevRel. 4 Main factors: - Experience as a ...,2023-02-07T14:38:57Z
IDCWgG93_mo,"Build a Rest API using Rust, Postgres, Docker","improved version: https://youtu.be/vhNoiBOuW94 Find Francesco: https://francescociulla.com In this Live episode, I will create a ...",2023-02-05T18:56:37Z
IRBgeMWXF9g,Build CRUD rest API in Rust - Preparation,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-02-05T02:58:59Z
fUuJ2fv0oo4,3 reason to follow Francesco in 2023.,Find Francesco: https://francescociulla.com.,2023-02-03T17:24:21Z
K_1FgNSEYMM,Getting a Tech Job - Shawn Charles,ShawnCharles.com/donate Find Francesco: https://francescociulla.com Shawn Charles https://linktr.ee/xshawncx ...,2023-02-03T05:30:12Z
K9ADWSTqdRw,6 Definitions of DevRel and Developer Advocacy,"In this episode of DevRel Unloced, we start from the basics. And the basics are the definition of DevRel and Developer Advocacy.",2023-01-31T13:54:02Z
UY73XNBfjNY,References and Borrowing,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-01-29T03:47:57Z
04ojkP-zPs0,Web3 Online Tutorials and Solidity Videos #shorts #blockchain #web3,Full video: https://youtu.be/N0XOyo6TEHo Find Francesco: https://francescociulla.com Tutorials: - Cryptozombies ...,2023-01-27T16:38:12Z
h3_qNTLx6dI,Linkfree - Open Source way to connect to your audience with one link - Eddie Jaoude,Linkfree: https://linkfree.eddiehub.io/ Linkfree - Open Source way to connect to your audience with one link - Eddie Jaoude.,2023-01-27T05:37:07Z
b7psn3_kPsA,What is DevRel ?  | Hassan El Mghari - Senior Developer Advocate at Vercel,First video: https://youtu.be/YB_JczuaMrA Find Francesco: https://francescociulla.com Hassan El Mghari Twitter: ...,2023-01-26T05:51:35Z
_G3B26KmKTA,What is DevRel and How to get Started - with Marc Backes,Event link: https://ti.to/wearedevelopers/world-congress-2023/discount/WWC23_FRAN15 @_wearedevs Marc Backes: ...,2023-01-24T15:09:07Z
KJsYNrKMjmY,Blockchain fundamentals you should check #shorts #blockchain,Full video: https://youtu.be/N0XOyo6TEHo.,2023-01-23T13:15:18Z
QeSC4hwn1mw,chatGPT paid plan? #shorts #chatgpt #ai,,2023-01-22T10:45:38Z
XJr3TJZIQEk,What is Ownership?,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-01-22T03:33:26Z
dtjfWSf7IcA,How to learn UI/UX | George Moller,Find Francesco: https://francescociulla.com Geroge Moller https://twitter.com/_georgemoller.,2023-01-20T01:04:21Z
vI6bQJ463Sc,How I got a RAISE as a Developer Advocate,"Find francesco: https://francescociulla.com In this video, I talk about my experience as a DevRel for @dailydotdev in 2022, which ...",2023-01-17T14:49:21Z
SEDERWK2EiE,Which is the best Blockchain to start with? #shorts #blockchain,,2023-01-16T15:35:12Z
bZXU8do6eG8,Rust Control flow,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-01-15T03:48:20Z
nVLCKIqEiDw,The TRUTH about Web3 #shorts #web3,,2023-01-13T15:52:08Z
N0XOyo6TEHo,How to learn Web3 in 2023 - Full Web3 Development Roadmap,Find Francesco: https://francescociulla.com GitHub Repository: https://github.com/FrancescoXX/free-Web3-resources What is ...,2023-01-10T14:00:29Z
NbnpJH4zpMI,Alchemy University Bootcamp,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-01-08T18:39:26Z
zuJoxfnrURk,🏆Goal Achieved! I got a raise as a Developer Advocate for @dailydotdev  #shorts,,2023-01-06T16:32:57Z
ldLMGYZr9rg,YouTuber while working at Google? | with Kevin Naughton Jr.,Find Francesco: https://francescociulla.com Kevin Naughton Jr. @KevinNaughtonJr YouTube: ...,2023-01-06T05:30:11Z
-tVStdPo1JU,Building a guessing game in Rust - part3,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2023-01-01T02:36:40Z
-JX5q6K7NZM,Twitter Spaces 101 - Mario Nawfal @MarioNawfal,Find Francesco: https://francescociulla.com Mario Nawfal - Episode 188 https://roundtable.club/ https://twitter.com/MarioNawfal ...,2022-12-28T14:57:13Z
UuSMF4rlOOE,Coding a Guessing Game in Rust - part  2 - Lesson 4,Find Francesco: https://francescociulla.com GitHub Repository: https://github.com/FrancescoXX/rust-crash-course ...,2022-12-25T02:44:54Z
uIS3hlHJ05o,Communities &amp; Content Creators - 4C,Join 4C: https://discord.gg/4ccommunity Find Francesco: https://francescociulla.com Chris Kalmar @chriskalmar ...,2022-12-24T03:00:55Z
pUrrZpdG550,Docker used to save lives - Dr. Chris Miller,In this 188th episode we had a short discussion on how @DockerInc is helping in treating cancer at Washington University.,2022-12-21T15:46:33Z
E424zcYgH_s,Guessing Game - Rust from Zero - 3,Find Francesco: https://francescociulla.com GitHub Repository: https://github.com/FrancescoXX/rust-crash-course ...,2022-12-18T02:46:49Z
EdpC03odvSY,🤯 ChatGPT changes everything!,Longer video here: https://youtu.be/qmT5nDBhnx8 #shorts #chatgpt #ai.,2022-12-17T15:24:48Z
qmT5nDBhnx8,What is ChatGPT? How to use it? Will AI replace programmers and content creators?,"What is ChatGPT? In this first video, I will cover the basics of what ChatGPT is (Spoiler: A free Chat Bot, developed by Open AI that ...",2022-12-13T12:20:13Z
XAgxUoRbW0s,Rust From Zero - Hello Cargo (Rust&#39;s builder and package manager),Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2022-12-11T02:38:19Z
GSJjrS63s00,Solidity Language with Cryptozombies - Lesson 6,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla Francesco Ciulla ...,2022-12-09T16:59:35Z
w5LvdWq2R6I,"Rust From Zero - Episode 1 - Getting Started: Installation, Hello World, Hello Cargo",Find Francesco: https://francescociulla.com Become a Member: ...,2022-12-09T00:30:58Z
h88uCGJhW1Q,Is Web3 truly Decentralized? with Vanshika,find Francesco: https://francescociulla.com Let's discuss decentralized distribution platforms. Vanshika https://twitter.com/aahiknsv.,2022-12-08T05:24:29Z
jxI_RvND_Xs,Rust From Zero - Learning the Rust programming language - promo #shorts,First episode: https://youtu.be/w5LvdWq2R6I.,2022-12-06T08:41:58Z
OclCcu1lz8A,Devrel and Conferences | With Deni,Find Francesco: https://francescociulla.com #184 Deni: https://twitter.com/DeniTechh.,2022-12-03T05:05:59Z
ifFiwh8oc4E,Why always like that? #shorts,,2022-11-29T12:53:59Z
fPFlZQLF1w8,Alchemy University - JavaScript - Part 2,First Part: https://youtu.be/BgxsPVO-jBg Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2022-11-28T16:11:43Z
BgxsPVO-jBg,Alchemy University - 12hours livestream,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2022-11-27T19:55:47Z
dSQtGs4Jink,Decentralized Confidential computing | @super__protocol,find Francesco: https://francescociulla.com #183 SuperProtocol https://www.superprotocol.com/,2022-11-26T22:53:29Z
JO3HxAgntWw,Alchemy University. Let&#39;s Test it! - with Vitto,Find Francesco: https://francescociulla.com Earn your web3 degree at Alchemy University: @AlchemyPlatform ...,2022-11-25T17:43:33Z
hQD_bt-XSZw,"Initial Coin Offering, using @LearnWeb3IO",Find Francesco: https://francescociulla.com LearnWeb3: https://learnweb3.io/,2022-11-24T16:13:24Z
9kqke3uKFKw,How  to build your NFT collection,Find Francesco: https://francescociulla.com Following the tutorial on learnweb3 DAO: ...,2022-11-10T15:29:17Z
gP_qby68YtI,DevRel in Web3 | with Albiona Hoti,Find Francesco: https://francescociulla.com Albiona Hoti #182 Instagram: https://www.instagram.com/albicodes Twitter: ...,2022-11-10T05:24:33Z
me0Qxa_21Yk,How to learn Web3 - Web3 Conf India,Find Francesco: https://francescociulla.com My trip to GOA (India) and my talk at the Web3 Conf Chapters Find Francesco: ...,2022-11-08T14:52:01Z
zsySdbBFXlM,Francesco gets flashbanged by a light theme. #shorts,,2022-11-07T16:13:33Z
gXGhaU0aCYM,"How to study, work and be a speaker as a Developer - Lou Creemers",Find francesco: https://francescociulla.com #181 Lou https://twitter.com/lovelacecoding.,2022-11-05T04:39:18Z
hgHzjp6BW9Y,Are the free resources for developers good?  with Quincy Larson,First Episode: https://youtu.be/3_PaazxmMVg #180 Freecodecamp @freecodecamp https://www.freecodecamp.org/ Quincy ...,2022-10-28T16:28:46Z
fiv0aagW98M,"Blockchain development made easy - Jiri Kobelka, Tatum CEO",Find Francesco: https://francescociulla.com #179 Jiri Kobelka Linkedin: https://www.linkedin.com/in/kobelka Tatum https://tatum.io/ ...,2022-10-21T04:27:28Z
Or6uJEXVchA,Devrel in daily.dev with Nimrod Kramer - @dailydotdev,First interview: https://youtu.be/eaTwEYbiqOM Get daily.dev: https://daily.dev #178 Nimrod Kramer: @dailydotdev ...,2022-10-12T15:07:22Z
4mYzYrSYGKI,Hacktoberfest 2022 - working on contributions - 12h livestream,GitHub Repo: https://github.com/FrancescoXX/free-Web3-resources Find Francesco: https://francescociulla.com ❤️Become a ...,2022-10-09T20:33:48Z
gI-3goT8xMY,Do YOU know this programming language?#shorts,,2022-10-07T12:34:22Z
DOymglE4Gfs,Open Source - Guide for Beginners - With Pradumna Saraf,Pradumna Saraf https://twitter.com/pradumna_saraf Francesco https://francescociulla.com #177 00:00 - Introduction 0:41 - How ...,2022-10-05T11:54:39Z
CTfVM9DXehw,You NEED to know this about Ethereum…#shorts #ETH,,2022-10-02T10:49:49Z
7l5SUn-lGto,Hacktoberfest. A guide to Open Source on GitHub - with eddie Jaoude,Find Francesco: https://francescociulla.com Hacktoberfest by @DigitalOcean #176 https://hacktoberfest.com/ Eddie Twitter: ...,2022-09-29T14:15:43Z
NGU0vlAu-OU,"Build a whitelist dapp using Metamask, Next.js, Hardhat Solidity and Vercel",Find Francesco: http://francescociulla.com 0:00 hardhat 2:00 Next.js 5:05 test and deploy with Vercel This is a series of me doing ...,2022-09-28T15:40:23Z
mAH2lMcaPKc,Will YOU join Hacktoberfest?￼ #shorts,,2022-09-27T11:26:53Z
ExCkk1jsEjY,What IS an NFT? ￼ 🤔#shorts,,2022-09-26T06:28:00Z
OE_Q6mWh9x0,LearnWeb3 - Junior - 12h of livestream - September 2022,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2022-09-25T18:50:16Z
B_gN3zNPr8U,Can I be a web developer? #shorts,,2022-09-23T07:16:31Z
Jwn7vaNmBsA,How to build Dapps FAST! - with Austin Griffith,Find Francesco: https://www.francescociulla.com #175 Austin Griffith: @austingriffith3550 https://twitter.com/austingriffith Speedrun ...,2022-09-22T16:31:52Z
jDK_oXBwy-I,What DOES a Developer Advocate do? #shorts,,2022-09-21T14:40:09Z
6JsU117Ur1w,The Merge EXACT MOMENT! We made it!,Find Francesco: https://francescociulla.com For the full video: full video: https://youtu.be/PTJx9kELR6s #shorts #web3 #blockchain ...,2022-09-18T11:14:16Z
ov6FSgw76zY,How to do something consistently #shorts,Full video: https://youtu.be/6BkWw6anPj0.,2022-09-17T11:20:24Z
2jtdhZ09WLU,"How to build your own NFT - using MetaMask, Remix IDE, hardhat, Solidity",Full video here: https://youtu.be/N4BBL1JfRSg Find Francesco: https://francescociulla.com LearnWeb3: @LearnWeb3IO ...,2022-09-16T14:19:09Z
8DuiCjJf9CI,How to get a job in Web3 - With Suhail Kakar,Find Francesco: https://francescociulla.com #174 Suhail Kakar https://twitter.com/SuhailKakar Talking with...@suhailkakar We ...,2022-09-14T14:22:38Z
7TkwxTYjkuU,Many videos on Twitter 🚀 #shorts #shortsvideo,Find Francesco: https://francescociulla.com.,2022-09-14T06:08:49Z
pKLQg0Z0A68,300000 views on YouTube. 🤯 #shorts #shortsvideo,find Francesco: https://francescociulla.com.,2022-09-13T07:17:32Z
O02IFE6JOuI,Do Epic Sh*t - Twitter Space - Co-Host: and Pratim Bhosale | with Ankur Warikoo @warikoo,A Twitter Space about the Do Epic Sh*t Book (by Warikoo) Book Link: https://ankurwarikoo.com/doepicshitbook/ Ankur Warikoo ...,2022-09-11T11:29:25Z
g9Ii4HovxUU,"How to Build your own Cryptocurrency using Solidity, Remix IDE, Metamask","Full video: https://youtu.be/N4BBL1JfRSg Build your own Cryptocurrency with Solidity, Remix, and Metamask GitHub Repository ...",2022-09-09T15:03:08Z
9VWSxDapNRc,Productivity Music - Running Videos - 100 km Running challenge in Rome #shorts,Link: https://www.youtube.com/watch?v=SaJSNHXBLkc&list=PLPoSdR46FgI7EODhi6jBIxtQLr2PjvMjA&index=2 I created a ...,2022-09-08T09:54:23Z
xJi51PTbDD4,How to get a DevRel Role - Angie Jones,"Find Francesco: https://francescociulla.com In this episode, we have the Amazing Angie Jones, talking about DevRel, how to get ...",2022-09-07T14:48:38Z
6BkWw6anPj0,"How to build a personal brand, how to build a community, create content in Web3... Recursive Q&amp;A",First Video: https://youtu.be/SaJSNHXBLkc Join the Community: https://discord.com/invite/cRjhjFRRre How to learn Web3?,2022-09-05T14:33:17Z
5ryY-4metcQ,10000 Subscribers on youTube! 1% on the road to 1 Million #shorts,Thank you! https://francescociulla.com Let's Celebrate !!! 10000 subscribers on YouTube! It took me 351 videos and around 2 ...,2022-09-02T09:43:34Z
g38dpLwSdb0,How much $$$ are developers making? | With Luc Constantin,Find Francesco: https://francescociulla.com Luc Constantin: https://twitter.com/accolades_dev #172 Curious about the current ...,2022-09-02T04:35:26Z
1lcLLHzQDCg,"How to build your first Dapp, using HTML, CSS, JavaScript, Metamask, Remix, Solidity and Ethers.js","Full video here: https://youtu.be/N4BBL1JfRSg How to build your first Dapp, using HTML, CSS, JavaScript, Metamask, Remix, ...",2022-08-31T15:06:23Z
N4BBL1JfRSg,LearnWeb3 Challenge - 12 hours of Livestream - challenge,Find Francesco: https://francescociulla.com ❤️Become a Member: ...,2022-08-28T19:09:57Z
wUDrsXUVStE,From coding in a dark room to jumping on the stage. Literally. #shorts,Find Francesco: htps://francescociulla.com.,2022-08-16T09:19:04Z
eQGm_9fJz8o,Introverted Developer on Social Media,"INTROVERSION IS NOT A DISEASE, Are you an introverted developer, and do you want to improve your social media presence?",2022-08-09T12:27:09Z
_AY64mzXUrw,Walletconnect &amp; Multichain | Pedro Gomes,Find Francesco: https://francescociulla.com #171 Website: https://walletconnect.com Docs: https://docs.walletconnect.com Specs: ...,2022-08-04T04:18:28Z
WjgiFo6bPSU,Cryptozombies - 12 hours Livestream,Find Francesco: https://francescociulla.com Cryptozombies - 12 hours Livestream ▶️NoCopyrightSounds / NCS: Music Without ...,2022-07-17T17:57:28Z
JJ2CEDa4_KQ,Developer&#39;s Health | Graham Ritchie,Find Francesco ➡️ http://francescociulla.com #169 Graham Ritchie https://twitter.com/GrahamTheDev https://dev.to/inhuofficial.,2022-07-15T04:27:49Z
LBD7rbmufOU,How to get a job in Tech - @DThompsonDev,Previous episode: https://youtu.be/kC8tcs7Tjsc #168 How to get a job in Tech - Danny Thompson Danny Thompson All the links ...,2022-07-07T14:11:17Z
GLmVxxsIgi8,Acting and Public Speaking for developers | Robby Schwertner,Find Francesco ➡️ http://francescociulla.com #167 Acting and Public Speaking for developers | Robby Schwertner Robby ...,2022-06-24T05:39:35Z
4f8QgvV7Lr4,How to build an Open Source Project - Johan Eliasson - Nhost,Find Francesco ➡️ http://francescociulla.com #166 How to build an Open Source Project - Nhost Nhost Site: https://nhost.io/ ...,2022-06-09T12:13:21Z
mmtjF1t-z6I,Docker Con 2022 - Learning in public VS learning in private,Find Francesco ➡️ http://francescociulla.com Speakers: Eddie jaoude @eddiejaoude https://twitter.com/eddiejaoude Pratim ...,2022-06-07T11:27:56Z
efiGLnvy2K0,Teaching in Tech | Maximilian Schwarzmüller,Find Francesco ➡️ http://francescociulla.com #165 Academind: @academind https://twitter.com/maxedapps ...,2022-05-26T12:27:20Z
1eDp7zmzD5U,How to build an Open Source Project - Johan Eliasson - CEO of NHost,Find Francesco ➡️ http://francescociulla.com #164 Nhost https://nhost.io/ Johan Eliasson https://twitter.com/elitasson.,2022-05-26T04:53:11Z
J6UiyoGFOxw,How to get a job in Web3 | Eda Akturk,Find Francesco ➡️ http://francescociulla.com #163 Eda Akturk https://twitter.com/edatweets_ https://eda.hashnode.dev/ ...,2022-05-22T01:56:56Z
gBnI7lWsjJI,How to get a Job in Tech | Danny Thompson,Find Francesco ➡️ http://francescociulla.com First Episode: https://youtu.be/kC8tcs7Tjsc Danny Thompson ...,2022-05-19T05:39:20Z
LnDCnynmmzo,Web3 Simplified | Ivan on Tech (Moralis),Find Francesco ➡️ https://francescociulla.com Web3 Simplified | Ivan on Tech (Moralis) #161 Moralis: https://moralis.io/mage/ ...,2022-05-14T22:31:16Z
zGP_nYmZd9c,Dockerize a Python Application,Find Francesco ➡️http://francescociulla.com First Part of the video: https://youtu.be/S--SD4QbGps Dockerize a Python ...,2022-05-14T14:30:47Z
_FWS_Y4MkQU,State Variables - Solidity,Find Francesco ➡️ http://francescociulla.com Free Web3 Project   GitHub Repository: ...,2022-05-08T15:00:13Z
MC5HC6GOr-w,Solidity Hello World in 109 seconds,"Find Francesco ➡️ http://francescociulla.com Hi, I am Francesco, and In this short video, I will show you a quick step-by-step ...",2022-05-01T10:01:28Z
7iXrBbyBss4,🥑DevRel Collaborations | DevRel Roundtable,Find Francesco ➡️ http://francescociulla.com Episode 1: https://youtu.be/QJXd91XB77c Pratim Bhosale ??? (TO BE ...,2022-05-01T05:13:35Z
rZjokGqxC4o,Breaking into Tech and Web3 | Kevin Canlas,Find Francesco ➡️ http://francescociulla.com #160 Kevin Canlas https://t.co/ot7j4aKQIp https://twitter.com/kvncnls.,2022-04-28T04:47:59Z
c-POo2AHat8,Content Creators and Communities,Find Francesco ➡️ http://francescociulla.com Join the 4C Community https://t.co/hbMeXbX6NM?amp=1 Content Creators and ...,2022-04-22T04:38:18Z
p6ovkNUqAcY,How to reach 2 Millions of Subscribers on YouTube | @CSDojo,Find Francesco: http://francescociulla.com Yk (@CSDojo ) #159 https://twitter.com/ykdojo https://www.youtube.com/csdojo 0:00 ...,2022-04-14T14:30:08Z
j8GWl1TiCtM,Solidity Language with Cryptozombies - Lesson 5,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla 0:00 Tokens on ...,2022-04-12T16:00:14Z
JT-ARwR0DBM,Free Web3 Resources - Open Source Web3 Project on GitHub,Find Francesco ➡️ http://francescociulla.com Let's work on the Free Web3 Resources GitHub Repository!,2022-04-09T04:51:00Z
8pMRLtArfhg,Full Stack Web3 Development,Find Francesco ➡️ http://francescociulla.com This is a livestream of an article by @naderdabit Article link: ...,2022-04-04T16:00:15Z
ZQjdXMB0pOc,How to make a project Open Source | with @eddiejaoude,Find Francesco ➡️ http://francescociulla.com Let's Open Source my Web3 GitHub Repository.,2022-04-02T01:31:54Z
tXcSmifrUvk,Web3 - the bad parts | Tracy King,Find Francesco: http://francescociulla.com/ Web3 - the bad parts | Tracy King #158 Tracy king https://twitter.com/stack_tracy_.,2022-03-31T03:50:05Z
Ysfuu5lvQU4,GitOps - How to Get Started | with Hrittik,Find Francesco: http://francescociulla.com Portainer @Portainer IO https://www.portainer.io/ https://community.portainer.io/ Hrittik ...,2022-03-26T22:15:06Z
